idx,subject,small_correct,small_entropy,small_energy,small_carbon,small_logits,large_correct,large_entropy,large_energy,large_carbon
0,college_physics,0,0.6640625,22.954459380269046,0.003634456068542599,"[24.703125, 31.46875, 29.265625, 28.140625]",0,0.451171875,17.372138836927714,0.0027505886491802213
1,anatomy,0,1.3828125,2.3617803666293624,0.00037394855804964906,"[29.671875, 29.8125, 31.203125, 32.15625]",0,0.138671875,3.720095764875412,0.0005890151627719402
2,high_school_statistics,1,0.004718780517578125,2.009438117086887,0.0003181610352054238,"[30.921875, 26.65625, 39.28125, 29.890625]",0,0.1328125,6.5968173173069955,0.0010444960752402743
3,miscellaneous,1,0.102783203125,1.9889877712726594,0.0003149230637848377,"[25.875, 21.875, 34.0625, 29.71875]",1,0.1142578125,11.641508306398988,0.00184323881517984
4,prehistory,1,0.50634765625,2.0760000672340393,0.00032870001064538954,"[34.8125, 32.71875, 27.390625, 25.484375]",0,0.00141143798828125,11.513598334590595,0.0018229864029768441
5,security_studies,1,1.0693359375,3.329462477679054,0.0005271648922991835,"[32.3125, 27.9375, 32.84375, 28.875]",1,0.045166015625,10.713524680137635,0.0016963080743551255
6,conceptual_physics,0,0.016571044921875,3.8888338401317597,0.0006157320246875286,"[32.0, 25.515625, 20.234375, 19.1875]",0,1.5273690223693848e-07,11.051188015570244,0.0017497714357986218
7,marketing,1,0.0006189346313476562,3.7662168739438058,0.0005963176717077691,"[25.359375, 23.546875, 36.1875, 25.125]",1,1.6391277313232422e-06,12.715254417836666,0.0020132486161574723
8,professional_law,0,0.81884765625,4.248623122138282,0.0006726986610052279,"[26.171875, 35.53125, 29.84375, 34.375]",0,0.053466796875,13.485654315747322,0.0021352285999933257
9,jurisprudence,0,0.07177734375,4.782921978123486,0.000757295979869552,"[25.359375, 28.546875, 28.5, 34.125]",0,0.045166015625,13.50925882846117,0.0021389659811730188
10,moral_scenarios,0,0.403076171875,4.892274910636246,0.0007746101941840723,"[27.875, 30.65625, 33.25, 22.34375]",0,0.259765625,13.513303579553963,0.002139606400096044
11,public_relations,0,1.5615234375,4.793314424470067,0.000758941450541094,"[29.734375, 33.78125, 32.9375, 33.40625]",1,0.76953125,12.733612082600594,0.0020161552464117607
12,jurisprudence,1,2.6106834411621094e-05,5.08146498294423,0.0008045652889661699,"[24.125, 23.875, 25.40625, 39.4375]",1,0.326171875,11.6617518733566,0.001846444046614795
