idx,subject,small_correct,small_entropy,small_energy,small_carbon,small_logits,large_correct,large_entropy,large_energy,large_carbon
0,college_physics,0,1.708984375,45.39801935797425,0.007188019731679256,"[21.40625, 22.96875, 22.171875, 23.328125]",0,0.421875,18.802830878468466,0.0029771148890908408
1,anatomy,0,1.7529296875,4.799902336538459,0.0007599845366185892,"[21.015625, 21.734375, 21.71875, 22.65625]",0,0.138671875,8.174246673379093,0.0012942557232850233
2,high_school_statistics,1,1.2197265625,3.9232332450686953,0.0006211785971358767,"[21.25, 21.171875, 23.71875, 22.109375]",0,0.142578125,7.946459435059689,0.0012581894105511172
3,miscellaneous,0,1.9453125,4.139380785272922,0.0006554019576682126,"[21.703125, 20.890625, 21.453125, 21.5]",1,0.1328125,7.751228215021393,0.0012272778007117206
4,prehistory,0,1.8720703125,3.952807626434136,0.0006258612075187382,"[21.734375, 21.109375, 22.28125, 22.265625]",0,0.00164031982421875,7.6294034430682665,0.0012079888784858087
5,security_studies,1,1.9453125,4.550197777967434,0.0007204479815115103,"[20.3125, 20.390625, 20.46875, 19.6875]",1,0.03857421875,9.509920010721467,0.001505737335030899
6,conceptual_physics,0,0.8740234375,3.066767844634596,0.00048557157540047766,"[24.296875, 22.546875, 20.65625, 20.625]",0,1.5925616025924683e-07,7.9641296254377805,0.0012609871906943152
7,marketing,1,0.30224609375,2.5413784840147318,0.00040238492663566586,"[17.671875, 17.21875, 22.609375, 19.203125]",1,1.7136335372924805e-06,8.12266746597706,0.0012860890154463675
8,professional_law,0,1.8583984375,3.8702866745255893,0.0006127953901332183,"[21.21875, 21.578125, 21.484375, 22.328125]",0,0.06103515625,10.183254879429937,0.0016123486892430734
9,jurisprudence,0,0.28759765625,2.6779659902923743,0.00042401128179629253,"[20.703125, 19.453125, 18.8125, 24.25]",0,0.05517578125,10.958418205127119,0.0017350828824784603
10,moral_scenarios,1,1.9765625,3.766001333595254,0.0005962835444859152,"[21.109375, 21.09375, 21.015625, 20.640625]",0,0.322265625,10.890627950271591,0.0017243494254596686
11,public_relations,0,1.9140625,2.695729125134026,0.00042682377814622075,"[21.375, 22.171875, 21.546875, 21.4375]",1,0.73046875,11.301450861845785,0.0017893963864589158
12,jurisprudence,1,0.87744140625,3.3334958914602173,0.0005278035161478677,"[20.265625, 19.015625, 17.65625, 22.0625]",1,0.326171875,12.398076482485825,0.0019630287763935887
13,management,0,1.4970703125,2.4983949071355163,0.00039557919362979006,"[22.234375, 21.5625, 21.546875, 23.484375]",1,0.3828125,11.038384247086478,0.0017477441724553589
14,public_relations,1,1.640625,4.057878906972706,0.0006424974936040118,"[20.21875, 21.671875, 19.609375, 21.234375]",1,0.6015625,13.78866110914511,0.002183204675614642
15,professional_law,0,1.7421875,4.451467320248485,0.0007048156590393434,"[21.296875, 22.234375, 21.8125, 22.953125]",0,0.06201171875,14.985971796810627,0.0023727788678283494
16,college_physics,0,1.8935546875,3.1328303443305194,0.0004960314711856655,"[21.0, 22.171875, 21.78125, 22.015625]",0,0.76953125,13.115061420370825,0.0020765513915587137
17,professional_psychology,0,1.705078125,3.104092982120812,0.0004914813888357953,"[21.75, 23.0625, 22.875, 21.34375]",1,2.477318048477173e-07,11.460241364847867,0.0018145382161009122
18,professional_law,0,1.4228515625,3.349392290625877,0.0005303204460157639,"[23.484375, 21.984375, 21.5625, 21.390625]",0,1.1953125,13.77011059389822,0.0021802675107005513
19,marketing,1,0.93701171875,1.9075591858802363,0.00030203020443103737,"[20.140625, 20.53125, 22.890625, 19.953125]",1,9.98377799987793e-07,14.486926397191361,0.0022937633462219655
20,high_school_psychology,0,1.794921875,2.422247651021462,0.00038352254474506483,"[20.9375, 21.171875, 20.671875, 22.0]",0,0.9765625,11.974954289898278,0.001896034429233894
21,high_school_us_history,0,1.7705078125,4.223393946727738,0.000668704041565225,"[19.875, 21.40625, 21.90625, 21.609375]",1,1.0,13.534362166970968,0.00214294067643707
22,professional_law,1,1.2734375,2.8424250089945273,0.00045005062642413345,"[22.5, 19.640625, 21.5, 19.84375]",1,9.592622518539429e-08,13.523487581243117,0.00214121886703016
23,prehistory,1,1.8408203125,3.433245585274883,0.0005435972176685231,"[21.890625, 22.359375, 21.90625, 22.984375]",0,0.56640625,14.117058389425278,0.0022352009116590023
24,high_school_psychology,1,0.199951171875,3.451970979330596,0.0005465620717273443,"[18.984375, 18.5625, 18.609375, 23.546875]",1,1.7136335372924805e-06,13.457749468567316,0.0021308103325231582
25,us_foreign_policy,1,1.9853515625,1.98356417850405,0.00031406432826314125,"[22.65625, 22.359375, 22.296875, 22.421875]",1,0.01416015625,12.8912270189845,0.0020411109446725455
26,business_ethics,0,1.078125,2.726374353111256,0.0004316759392426155,"[22.375, 20.34375, 18.453125, 20.484375]",0,8.940696716308594e-08,11.114650273681617,0.001759819626666256
27,high_school_us_history,0,1.607421875,3.7570475555236147,0.0005948658629579056,"[19.09375, 19.828125, 18.140625, 17.890625]",1,3.4086406230926514e-07,12.732531216823961,0.0020159841093304607
28,high_school_european_history,1,0.63037109375,2.9418870014790444,0.00046579877523418204,"[22.671875, 19.5, 19.359375, 19.28125]",1,5.340576171875e-05,13.9893828764786,0.0022149856221091117
29,high_school_chemistry,1,1.7744140625,3.4333026767559347,0.000543606257153023,"[22.375, 23.125, 23.84375, 22.71875]",1,3.123283386230469e-05,15.884543797058983,0.0025150527678676725
30,professional_law,1,1.525390625,2.870737994706258,0.00045453351582849084,"[21.453125, 22.78125, 21.359375, 20.546875]",0,0.109375,13.185393468923866,0.0020876872992462788
31,college_physics,0,1.740234375,3.701672798465937,0.00058609819309044,"[22.28125, 23.203125, 23.375, 24.125]",0,0.302734375,13.409620810213655,0.002123189961617162
32,high_school_psychology,1,1.76171875,3.328163088439964,0.000526959155669661,"[21.078125, 21.375, 20.75, 22.21875]",1,0.251953125,13.520604010346812,0.0021407623016382452
33,high_school_macroeconomics,0,1.595703125,2.7712911900794133,0.00043878777176257377,"[22.609375, 21.125, 20.296875, 22.015625]",1,0.000438690185546875,16.12368876980152,0.0025529173885519073
34,moral_disputes,1,1.2705078125,4.293921758201905,0.0006798709450486349,"[20.4375, 20.234375, 19.703125, 22.234375]",0,1.0234375,17.003925639381634,0.0026922882262354255
35,high_school_computer_science,1,1.8330078125,2.6926252032862976,0.00042633232385366375,"[21.25, 22.1875, 21.796875, 22.640625]",1,0.000675201416015625,15.333969379236922,0.002427878485045846
36,professional_medicine,1,1.873046875,1.9261725928885862,0.00030497732720735946,"[23.171875, 22.3125, 22.34375, 23.234375]",1,0.00830078125,14.129131542546675,0.0022371124942365565
37,elementary_mathematics,1,1.671875,1.966456336160656,0.0003113555865587705,"[22.625, 24.140625, 22.453125, 24.0]",0,1.4230608940124512e-06,12.286104562531847,0.001945299889067542
38,high_school_chemistry,1,1.36328125,3.272529255584348,0.0005181504654675217,"[20.46875, 21.09375, 22.90625, 21.296875]",0,0.00180816650390625,13.93097664006753,0.002205737968010692
39,high_school_mathematics,0,1.9130859375,2.583197459298031,0.0004090062643888549,"[23.375, 23.515625, 22.5, 23.46875]",0,1.34375,13.538756470207591,0.0021436364411162017
40,moral_scenarios,0,1.9755859375,3.165694251851644,0.0005012349232098437,"[21.15625, 20.984375, 21.0, 20.625]",0,0.00138092041015625,13.775536936248342,0.002181126681572654
41,moral_disputes,1,1.6513671875,3.037972692770418,0.0004810123430219828,"[21.078125, 20.59375, 17.84375, 20.84375]",1,0.000152587890625,17.315167990489865,0.002741568265160895
42,virology,0,0.31201171875,2.912782150135841,0.00046119050710484157,"[18.03125, 17.578125, 19.96875, 23.203125]",0,4.792213439941406e-05,14.600205359143828,0.0023116991818644397
43,professional_medicine,0,1.5634765625,2.0139949162350965,0.0003188825284038903,"[22.328125, 20.65625, 20.4375, 21.15625]",1,1.9431114196777344e-05,13.665210598254577,0.0021636583447236413
44,college_biology,0,1.607421875,1.9528333466872572,0.0003091986132254824,"[21.9375, 22.515625, 20.0625, 21.203125]",1,0.006072998046875,13.525516819415612,0.0021415401630741383
