idx,subject,small_correct,small_entropy,small_energy,small_carbon,small_logits,large_correct,large_entropy,large_energy,large_carbon
0,college_physics,0,0.662109375,45.08771274485858,0.007138887851269275,"[24.65625, 31.40625, 29.1875, 28.09375]",0,0.421875,17.81251189262909,0.002820314382999606
1,anatomy,0,1.40234375,4.573535090167075,0.0007241430559431202,"[29.703125, 29.859375, 31.25, 32.15625]",0,0.138671875,7.19967123544713,0.0011399479456124621
2,high_school_statistics,1,0.004718780517578125,5.624049140400253,0.0008904744472300399,"[30.921875, 26.640625, 39.28125, 29.890625]",0,0.142578125,7.640642773131375,0.0012097684390791343
3,miscellaneous,1,0.10284423828125,4.3328030642392115,0.0006860271518378751,"[25.859375, 21.84375, 34.03125, 29.6875]",1,0.1328125,7.867613931980916,0.0012457055392303116
4,prehistory,1,0.488525390625,5.626235690069385,0.0008908206509276526,"[34.84375, 32.6875, 27.390625, 25.484375]",0,0.00164031982421875,7.8133848016997804,0.0012371192602691318
5,security_studies,1,1.0693359375,5.846997825578787,0.0009257746557166411,"[32.375, 28.0, 32.90625, 28.9375]",1,0.03857421875,8.86504826553166,0.0014036326420425128
6,conceptual_physics,0,0.016571044921875,5.164094465312082,0.0008176482903410795,"[31.96875, 25.484375, 20.203125, 19.15625]",0,1.5925616025924683e-07,7.0982540649424,0.0011238902269492133
7,marketing,1,0.0006155967712402344,3.59922404859541,0.0005698771410276066,"[25.359375, 23.546875, 36.1875, 25.109375]",1,1.7136335372924805e-06,7.565417272809893,0.0011978577348615664
8,professional_law,0,0.81884765625,5.64155562683288,0.0008932463075818726,"[26.1875, 35.53125, 29.859375, 34.375]",0,0.06103515625,10.459257972162527,0.0016560491789257335
9,jurisprudence,0,0.07403564453125,3.757866891404148,0.00059499559113899,"[25.390625, 28.625, 28.546875, 34.15625]",0,0.05517578125,10.57374440527428,0.0016741761975017607
10,moral_scenarios,0,0.38671875,6.017157956981566,0.0009527166765220812,"[27.84375, 30.59375, 33.25, 22.296875]",0,0.322265625,9.52422008480442,0.0015080015134273663
11,public_relations,0,1.5537109375,3.892857501262799,0.0006163691043666098,"[29.734375, 33.8125, 32.9375, 33.40625]",1,0.73046875,10.934234130444938,0.0017312537373204485
12,jurisprudence,1,2.6106834411621094e-05,5.957577112290077,0.0009432830427792623,"[24.140625, 23.890625, 25.421875, 39.4375]",1,0.326171875,10.606907427011059,0.0016794270092767509
13,management,1,0.005084991455078125,4.139769373110496,0.0006554634840758285,"[28.375, 36.53125, 26.59375, 25.71875]",1,0.3828125,9.973598183926196,0.0015791530457883144
14,public_relations,1,0.55810546875,5.464096687571611,0.0008651486421988383,"[23.3125, 33.0625, 30.796875, 29.0]",1,0.6015625,12.614200889484957,0.0019972484741684515
15,professional_law,0,1.169921875,6.243005616776024,0.0009884758893228705,"[27.078125, 28.0, 28.8125, 30.328125]",0,0.06201171875,13.029566263608634,0.0020630146584047003
16,college_physics,0,1.458984375,4.785747726883739,0.0007577433900899253,"[28.5625, 27.6875, 26.375, 26.328125]",0,0.76953125,13.356750446642282,0.0021148188207183614
17,professional_psychology,1,0.0082855224609375,5.284415499854833,0.0008366991208103485,"[26.875, 30.546875, 37.84375, 26.421875]",1,2.477318048477173e-07,11.313784546689131,0.0017913492198924456
18,professional_law,1,1.083984375,5.619613265188411,0.0008897721003214983,"[29.25, 34.75, 35.46875, 32.3125]",0,1.1953125,14.281569923008325,0.0022612485711429845
19,marketing,1,0.004833221435546875,3.417117720548995,0.0005410436390869241,"[22.6875, 23.921875, 33.0, 24.328125]",1,9.98377799987793e-07,14.995589248228816,0.0023743016309695623
20,high_school_psychology,0,1.291015625,4.6052476188400755,0.0007291642063163452,"[30.578125, 31.765625, 32.28125, 33.6875]",0,0.9765625,11.75362429803703,0.0018609905138558631
21,high_school_us_history,1,0.00183868408203125,7.193591607525013,0.001138985337858127,"[21.703125, 32.0, 20.3125, 22.671875]",1,1.0,13.65535524254665,0.0021620979134032194
22,professional_law,1,0.0007600784301757812,5.8566685239473975,0.0009273058496250046,"[31.0, 19.375, 20.359375, 19.90625]",1,9.592622518539429e-08,13.997444447966293,0.0022162620375946627
